trial_number,display_index,state,keywords,keyword_count,sample_count,kl,baseline_keywords,baseline_kl,absolute_drop,relative_drop,numerical_gate_pass,pareto,phase,start_layer_index,end_layer_index,attn_strength,mlp_strength,mlp_strength_raw,push_weight,margin,layer_start_fraction,layer_span_fraction,terminal_line,score_lines
107,108,COMPLETE,0.99,99,100,0.0035006434191018343,1.0,0,0.010000000000000009,0.010000000000000009,false,false,search-80-119,17,41,0.0030941453208822335,0.20675252047605538,0.20675252047605538,1.8114750234883323,0.2866654402142725,0.2729250490962518,0.36721542978346733,1949,1947
108,109,COMPLETE,1.0,100,100,0.0014655753038823605,1.0,0,0.0,0.0,false,false,search-80-119,17,24,0.05082822238441685,0.41157419872329976,0.41157419872329976,1.5220984125556787,0.251474958537507,0.2714139495271735,0.10185312774006319,1967,1965
109,110,COMPLETE,1.0,100,100,0.013754402287304401,1.0,0,0.0,0.0,false,false,search-80-119,38,64,0.07051838908484451,0.4598709996596963,0.4598709996596963,0.20621846896245888,1.9684489428595555,0.6043001403657607,0.4623249731624065,1985,1983
110,111,COMPLETE,1.0,100,100,0.0024598888121545315,1.0,0,0.0,0.0,false,false,search-80-119,36,45,0.19938605192575068,0.47932913193125615,0.47932913193125615,1.4932254555077642,0.391412083544808,0.5704489552647792,0.1376651367012332,2003,2001
111,112,COMPLETE,0.97,97,100,0.008065391331911087,1.0,0,0.030000000000000027,0.030000000000000027,false,false,search-80-119,25,42,0.14315896919211082,0.15536932476837287,0.15536932476837287,1.9324108053662297,2.3325448018490844,0.396905527252715,0.2501816417738526,2021,2019
112,113,COMPLETE,0.95,95,100,0.006246011704206467,1.0,0,0.050000000000000044,0.050000000000000044,false,true,search-80-119,26,37,0.07071290184422163,0.0,-0.03856614057867812,1.8298929844653735,3.0098494978874046,0.40896768221023183,0.16708023120063756,2039,2037
113,114,COMPLETE,0.86,86,100,0.040019579231739044,1.0,0,0.14,0.14,false,false,search-80-119,28,51,0.22672932655972902,0.09149302450810332,0.09149302450810332,1.9220568729586003,3.714630018755279,0.44421656979375135,0.3590771010338989,2057,2055
114,115,COMPLETE,0.9,90,100,0.0291293878108263,1.0,0,0.09999999999999998,0.09999999999999998,false,false,search-80-119,17,52,0.09135047246196762,0.20858582746856974,0.20858582746856974,1.9696165198302484,2.233423663471585,0.26605961619154594,0.5458496798125466,2075,2073
115,116,COMPLETE,0.63,63,100,0.03674143925309181,1.0,0,0.37,0.37,false,false,search-80-119,29,61,0.12050872499230278,0.0,-0.07551840898218165,1.4916778721600703,3.757242407354983,0.4535925273947299,0.48546586727020286,2093,2091
116,117,COMPLETE,0.97,97,100,0.019035639241337776,1.0,0,0.030000000000000027,0.030000000000000027,false,false,search-80-119,34,64,0.07522011725491354,0.0,-0.09986672899079879,1.334741612956353,2.9664875969631472,0.5437902696782195,0.5283948328467084,2111,2109
117,118,COMPLETE,0.95,95,100,0.011067235842347145,1.0,0,0.050000000000000044,0.050000000000000044,false,false,search-80-119,23,53,0.015870952616043786,0.0,-0.059765237659873974,1.1644788904164098,2.587929871749757,0.36055391258505226,0.46455718455613504,2129,2127
118,119,COMPLETE,0.67,67,100,0.018806032836437225,1.0,0,0.32999999999999996,0.32999999999999996,false,true,search-80-119,25,56,0.09354792475468136,0.0,-0.08217990521784446,1.25946564219661,3.664278431488322,0.3943740877702553,0.46921136412250464,2147,2145
119,120,COMPLETE,0.56,56,100,0.03191900998353958,1.0,0,0.43999999999999995,0.43999999999999995,false,true,search-80-119,26,59,0.16227494177957894,0.0,-0.049584806092392235,1.3175485049948896,3.7700717971736384,0.4090486545077499,0.5049370471280547,2165,2163
